year,raceId,driverId,stop,lap,time,duration,round
2011,Australian Grand Prix,alguersuari,1,1,17:05:23,26.898,1
2011,Australian Grand Prix,michael_schumacher,1,1,17:05:52,25.021,1
2011,Australian Grand Prix,webber,1,11,17:20:48,23.426,1
2011,Australian Grand Prix,alonso,1,12,17:22:34,23.251,1
2011,Australian Grand Prix,massa,1,13,17:24:10,23.842,1
2011,Australian Grand Prix,barrichello,1,13,17:24:29,23.643,1
2011,Australian Grand Prix,vettel,1,14,17:25:17,22.603,1
2011,Australian Grand Prix,resta,1,14,17:26:03,24.863,1
2011,Australian Grand Prix,ambrosio,1,14,17:26:50,25.259,1
2011,Australian Grand Prix,buemi,1,15,17:27:34,25.342,1
2011,Australian Grand Prix,heidfeld,1,15,17:27:41,22.994,1
2011,Australian Grand Prix,hamilton,1,16,17:28:24,23.227,1
2011,Australian Grand Prix,petrov,1,16,17:28:39,24.535,1
2011,Australian Grand Prix,rosberg,1,16,17:29:00,23.716,1
2011,Australian Grand Prix,kobayashi,1,16,17:29:06,24.064,1
2011,Australian Grand Prix,sutil,1,16,17:29:08,25.978,1
2011,Australian Grand Prix,trulli,1,16,17:29:49,24.899,1
2011,Australian Grand Prix,button,1,17,17:30:24,16.867,1
2011,Australian Grand Prix,alguersuari,1,17,17:31:06,24.463,1
2011,Australian Grand Prix,kovalainen,1,17,17:31:11,24.865,1
2011,Australian Grand Prix,michael_schumacher,1,17,17:32:08,23.988,1
2011,Australian Grand Prix,glock,1,18,17:33:02,23.792,1
2011,Australian Grand Prix,button,1,19,17:33:53,23.303,1
2011,Australian Grand Prix,perez,1,23,17:40:27,23.438,1
2011,Australian Grand Prix,barrichello,1,23,17:40:45,37.856,1
2011,Australian Grand Prix,webber,1,26,17:44:29,22.520,1
2011,Australian Grand Prix,alonso,1,27,17:46:04,24.733,1
2011,Australian Grand Prix,barrichello,1,28,17:49:07,16.892,1
2011,Australian Grand Prix,buemi,1,29,17:49:47,23.100,1
2011,Australian Grand Prix,heidfeld,1,30,17:51:32,25.098,1
2011,Malaysian Grand Prix,sutil,1,3,16:09:07,31.694,2
2011,Malaysian Grand Prix,barrichello,1,3,16:10:04,32.978,2
2011,Malaysian Grand Prix,webber,1,10,16:21:21,22.572,2
2011,Malaysian Grand Prix,resta,1,11,16:23:16,22.773,2
2011,Malaysian Grand Prix,hamilton,1,12,16:24:40,22.552,2
2011,Malaysian Grand Prix,vettel,1,13,16:26:17,23.019,2
2011,Malaysian Grand Prix,heidfeld,2,13,16:26:28,23.900,2
2011,Malaysian Grand Prix,button,2,13,16:26:29,22.400,2
2011,Malaysian Grand Prix,massa,1,13,16:26:30,29.224,2
2011,Malaysian Grand Prix,trulli,1,13,16:27:03,25.516,2
2011,Malaysian Grand Prix,alonso,2,14,16:28:15,23.152,2
2011,Malaysian Grand Prix,michael_schumacher,2,14,16:28:34,22.576,2
2011,Malaysian Grand Prix,petrov,1,15,16:30:10,23.182,2
2011,Malaysian Grand Prix,buemi,1,15,16:30:23,23.280,2
2011,Malaysian Grand Prix,rosberg,2,15,16:30:37,24.967,2
2011,Malaysian Grand Prix,kovalainen,2,15,16:30:37,29.084,2
2011,Malaysian Grand Prix,alguersuari,1,16,16:32:25,23.584,2
2011,Malaysian Grand Prix,sutil,1,16,16:32:31,22.046,2
2011,Malaysian Grand Prix,kobayashi,2,17,16:33:53,23.280,2
2011,Malaysian Grand Prix,perez,2,17,16:34:14,23.597,2
2011,Malaysian Grand Prix,glock,2,17,16:34:28,24.617,2
2011,Malaysian Grand Prix,ambrosio,2,17,16:34:39,26.252,2
2011,Malaysian Grand Prix,liuzzi,2,17,16:34:56,27.815,2
2011,Malaysian Grand Prix,barrichello,2,17,16:35:41,24.502,2
2011,Malaysian Grand Prix,buemi,3,20,16:39:30,29.843,2
2011,Malaysian Grand Prix,webber,3,22,16:42:37,21.991,2
2011,Malaysian Grand Prix,button,2,23,16:44:11,22.471,2
2011,Malaysian Grand Prix,hamilton,2,24,16:45:48,22.611,2
2011,Malaysian Grand Prix,resta,2,24,16:46:20,22.419,2
2011,Malaysian Grand Prix,vettel,2,25,16:47:27,21.893,2
2011,Chinese Grand Prix,alguersuari,1,9,15:19:36,22.419,3
2011,Chinese Grand Prix,liuzzi,1,9,15:20:00,14.160,3
2011,Chinese Grand Prix,michael_schumacher,1,10,15:21:12,20.522,3
2011,Chinese Grand Prix,webber,1,10,15:21:27,23.442,3
2011,Chinese Grand Prix,maldonado,1,10,15:21:35,23.160,3
2011,Chinese Grand Prix,resta,1,11,15:22:57,21.989,3
2011,Chinese Grand Prix,rosberg,1,12,15:24:32,20.771,3
2011,Chinese Grand Prix,buemi,1,12,15:24:56,22.010,3
2011,Chinese Grand Prix,button,1,14,15:27:59,23.779,3
2011,Chinese Grand Prix,vettel,1,14,15:28:00,21.995,3
2011,Chinese Grand Prix,kobayashi,1,14,15:28:17,21.855,3
2011,Chinese Grand Prix,massa,1,15,15:29:47,21.624,3
2011,Chinese Grand Prix,hamilton,1,15,15:29:49,20.878,3
2011,Chinese Grand Prix,sutil,1,15,15:30:01,20.989,3
2011,Chinese Grand Prix,alonso,1,16,15:31:34,22.524,3
2011,Chinese Grand Prix,perez,1,16,15:31:55,21.473,3
2011,Chinese Grand Prix,barrichello,1,16,15:32:01,21.709,3
2011,Chinese Grand Prix,buemi,1,16,15:32:19,24.722,3
2011,Chinese Grand Prix,glock,1,16,15:32:33,22.683,3
2011,Chinese Grand Prix,petrov,1,17,15:33:36,21.981,3
2011,Chinese Grand Prix,heidfeld,1,18,15:35:28,22.216,3
2011,Chinese Grand Prix,kovalainen,1,19,15:37:31,22.485,3
2011,Chinese Grand Prix,trulli,1,20,15:39:24,23.029,3
2011,Chinese Grand Prix,ambrosio,1,20,15:39:50,22.901,3
2011,Chinese Grand Prix,liuzzi,1,21,15:42:05,24.467,3
2011,Chinese Grand Prix,karthikeyan,1,23,15:45:28,26.049,3
2011,Chinese Grand Prix,button,1,24,15:45:35,20.758,3
2011,Chinese Grand Prix,rosberg,1,25,15:47:13,22.005,3
2011,Chinese Grand Prix,hamilton,1,25,15:47:20,20.533,3
2011,Chinese Grand Prix,webber,1,25,15:47:44,21.132,3
2011,Turkish Grand Prix,perez,1,1,15:05:18,29.270,4
2011,Turkish Grand Prix,michael_schumacher,1,2,15:06:35,30.182,4
2011,Turkish Grand Prix,petrov,1,8,15:16:06,21.422,4
2011,Turkish Grand Prix,massa,1,9,15:17:37,22.022,4
2011,Turkish Grand Prix,hamilton,2,9,15:17:38,20.833,4
2011,Turkish Grand Prix,buemi,2,9,15:17:47,21.769,4
2011,Turkish Grand Prix,webber,1,10,15:19:04,21.050,4
2011,Turkish Grand Prix,alonso,1,10,15:19:05,21.308,4
2011,Turkish Grand Prix,rosberg,1,10,15:19:09,22.573,4
2011,Turkish Grand Prix,heidfeld,1,10,15:19:16,22.300,4
2011,Turkish Grand Prix,barrichello,1,10,15:19:20,22.717,4
2011,Turkish Grand Prix,sutil,1,10,15:19:22,21.649,4
2011,Turkish Grand Prix,vettel,1,11,15:20:32,20.623,4
2011,Turkish Grand Prix,resta,1,11,15:21:00,20.775,4
2011,Turkish Grand Prix,maldonado,1,11,15:21:09,23.881,4
2011,Turkish Grand Prix,button,1,13,15:23:57,21.368,4
2011,Turkish Grand Prix,kobayashi,2,13,15:24:09,21.820,4
2011,Turkish Grand Prix,alguersuari,2,13,15:24:25,22.713,4
2011,Turkish Grand Prix,trulli,2,13,15:24:28,23.066,4
2011,Turkish Grand Prix,michael_schumacher,2,14,15:26:02,20.907,4
2011,Turkish Grand Prix,karthikeyan,2,14,15:26:26,27.353,4
2011,Turkish Grand Prix,kovalainen,2,15,15:27:42,22.854,4
2011,Turkish Grand Prix,liuzzi,2,15,15:28:03,24.634,4
2011,Turkish Grand Prix,perez,2,16,15:29:30,22.895,4
2011,Turkish Grand Prix,ambrosio,2,16,15:29:37,22.779,4
2011,Turkish Grand Prix,liuzzi,2,16,15:30:57,56.611,4
2011,Turkish Grand Prix,petrov,2,19,15:33:42,21.323,4
2011,Turkish Grand Prix,hamilton,2,20,15:35:09,21.075,4
2011,Turkish Grand Prix,webber,2,21,15:36:27,20.421,4
2011,Turkish Grand Prix,rosberg,2,22,15:38:24,20.927,4
2011,Spanish Grand Prix,kobayashi,1,1,14:05:11,24.871,5
2011,Spanish Grand Prix,perez,1,7,14:14:14,23.592,5
2011,Spanish Grand Prix,maldonado,1,8,14:15:48,22.689,5
2011,Spanish Grand Prix,vettel,1,9,14:16:54,20.253,5
2011,Spanish Grand Prix,buemi,1,9,14:17:17,20.818,5
2011,Spanish Grand Prix,alonso,1,10,14:18:23,20.567,5
2011,Spanish Grand Prix,webber,1,10,14:18:27,20.881,5
2011,Spanish Grand Prix,michael_schumacher,1,10,14:18:43,20.084,5
2011,Spanish Grand Prix,hamilton,1,11,14:19:57,19.761,5
2011,Spanish Grand Prix,petrov,1,11,14:20:14,21.856,5
2011,Spanish Grand Prix,rosberg,1,11,14:20:17,20.647,5
2011,Spanish Grand Prix,massa,1,11,14:20:19,20.800,5
2011,Spanish Grand Prix,alguersuari,1,11,14:20:28,20.741,5
2011,Spanish Grand Prix,barrichello,1,11,14:20:48,29.936,5
2011,Spanish Grand Prix,sutil,1,13,14:23:57,20.773,5
2011,Spanish Grand Prix,button,1,14,14:24:51,20.015,5
2011,Spanish Grand Prix,karthikeyan,1,14,14:25:56,24.843,5
2011,Spanish Grand Prix,resta,1,15,14:26:40,20.070,5
2011,Spanish Grand Prix,trulli,1,15,14:26:50,22.364,5
2011,Spanish Grand Prix,kovalainen,1,16,14:28:30,21.019,5
2011,Spanish Grand Prix,liuzzi,1,16,14:28:55,23.157,5
2011,Spanish Grand Prix,glock,1,16,14:29:00,22.744,5
2011,Spanish Grand Prix,ambrosio,1,17,14:30:41,23.176,5
2011,Spanish Grand Prix,vettel,1,18,14:30:44,19.887,5
2011,Spanish Grand Prix,alonso,1,19,14:32:13,20.238,5
2011,Spanish Grand Prix,webber,1,19,14:32:16,20.079,5
2011,Spanish Grand Prix,maldonado,1,20,14:34:36,24.821,5
2011,Spanish Grand Prix,massa,1,21,14:35:51,21.635,5
2011,Spanish Grand Prix,heidfeld,1,21,14:36:21,21.322,5
2011,Spanish Grand Prix,hamilton,1,23,14:38:08,20.235,5
2011,Monaco Grand Prix,michael_schumacher,1,12,14:19:30,35.084,6
2011,Monaco Grand Prix,button,1,15,14:22:57,25.280,6
2011,Monaco Grand Prix,rosberg,1,15,14:23:33,25.189,6
2011,Monaco Grand Prix,vettel,1,16,14:24:15,28.536,6
2011,Monaco Grand Prix,webber,2,16,14:24:32,37.735,6
2011,Monaco Grand Prix,alonso,2,17,14:25:41,25.352,6
2011,Monaco Grand Prix,kovalainen,1,19,14:29:21,26.477,6
2011,Monaco Grand Prix,resta,1,20,14:30:24,24.970,6
2011,Monaco Grand Prix,hamilton,1,22,14:33:00,31.445,6
2011,Monaco Grand Prix,glock,1,22,14:33:33,26.827,6
2011,Monaco Grand Prix,trulli,1,24,14:36:13,25.595,6
2011,Monaco Grand Prix,maldonado,1,25,14:37:09,26.468,6
2011,Monaco Grand Prix,massa,1,26,14:38:20,26.615,6
2011,Monaco Grand Prix,karthikeyan,1,25,14:38:46,28.325,6
2011,Monaco Grand Prix,resta,1,27,14:40:23,19.360,6
2011,Monaco Grand Prix,petrov,1,28,14:41:17,28.856,6
2011,Monaco Grand Prix,alguersuari,1,29,14:43:07,25.907,6
2011,Monaco Grand Prix,barrichello,1,32,14:46:47,25.921,6
2011,Monaco Grand Prix,button,2,33,14:46:57,26.421,6
2011,Monaco Grand Prix,resta,2,32,14:47:35,47.226,6
2011,Monaco Grand Prix,heidfeld,1,33,14:48:15,25.851,6
2011,Monaco Grand Prix,buemi,1,33,14:48:16,26.073,6
2011,Monaco Grand Prix,alonso,2,34,14:48:45,31.382,6
2011,Monaco Grand Prix,rosberg,2,33,14:48:50,25.310,6
2011,Monaco Grand Prix,liuzzi,2,32,14:49:02,28.298,6
2011,Monaco Grand Prix,ambrosio,2,33,14:49:39,27.577,6
2011,Monaco Grand Prix,kobayashi,2,34,14:49:49,28.642,6
2011,Monaco Grand Prix,sutil,2,34,14:49:51,25.037,6
2011,Monaco Grand Prix,karthikeyan,2,33,14:51:08,39.917,6
2011,Monaco Grand Prix,hamilton,2,43,15:03:45,19.347,6
2011,Canadian Grand Prix,button,1,8,13:15:11,23.650,7
2011,Canadian Grand Prix,liuzzi,1,9,13:17:25,27.202,7
2011,Canadian Grand Prix,button,1,13,13:25:10,14.501,7
2011,Canadian Grand Prix,barrichello,1,15,13:28:31,23.305,7
2011,Canadian Grand Prix,sutil,1,16,13:30:09,24.052,7
2011,Canadian Grand Prix,alonso,1,17,13:31:21,23.893,7
2011,Canadian Grand Prix,rosberg,1,17,13:31:28,23.105,7
2011,Canadian Grand Prix,maldonado,1,17,13:31:45,23.571,7
2011,Canadian Grand Prix,buemi,1,17,13:31:50,23.949,7
2011,Canadian Grand Prix,ambrosio,1,17,13:32:07,24.143,7
2011,Canadian Grand Prix,michael_schumacher,1,18,13:33:04,24.472,7
2011,Canadian Grand Prix,alonso,1,19,13:34:54,26.348,7
2011,Canadian Grand Prix,button,1,19,13:35:02,23.868,7
2011,Canadian Grand Prix,rosberg,1,19,13:35:10,22.986,7
2011,Canadian Grand Prix,alguersuari,1,19,13:35:14,26.045,7
2011,Canadian Grand Prix,barrichello,1,19,13:35:21,25.066,7
2011,Canadian Grand Prix,kovalainen,1,19,13:35:26,44.037,7
2011,Canadian Grand Prix,trulli,1,19,13:35:28,51.684,7
2011,Canadian Grand Prix,maldonado,1,19,13:35:30,24.943,7
2011,Canadian Grand Prix,vettel,1,20,13:36:13,23.872,7
2011,Canadian Grand Prix,webber,1,20,13:36:40,29.546,7
2011,Canadian Grand Prix,buemi,1,20,13:37:27,24.649,7
2011,Canadian Grand Prix,massa,1,21,13:38:09,24.886,7
2011,Canadian Grand Prix,michael_schumacher,1,21,13:38:51,24.196,7
2011,Canadian Grand Prix,ambrosio,1,23,13:43:32,30.497,7
2011,Canadian Grand Prix,ambrosio,1,33,16:07:00,24.655,7
2011,Canadian Grand Prix,michael_schumacher,1,34,16:08:48,22.832,7
2011,Canadian Grand Prix,sutil,1,34,16:08:49,22.923,7
2011,Canadian Grand Prix,glock,1,34,16:08:50,24.425,7
2011,Canadian Grand Prix,barrichello,1,34,16:08:51,24.684,7
2011,European Grand Prix,maldonado,1,10,14:22:02,21.301,8
2011,European Grand Prix,heidfeld,1,11,14:23:23,22.114,8
2011,European Grand Prix,barrichello,1,11,14:23:27,21.163,8
2011,European Grand Prix,kobayashi,1,11,14:23:29,23.492,8
2011,European Grand Prix,hamilton,1,12,14:24:49,20.340,8
2011,European Grand Prix,rosberg,1,12,14:25:02,21.054,8
2011,European Grand Prix,sutil,1,12,14:25:09,20.676,8
2011,European Grand Prix,webber,1,13,14:26:28,20.465,8
2011,European Grand Prix,vettel,2,14,14:28:11,21.006,8
2011,European Grand Prix,alonso,2,14,14:28:15,21.477,8
2011,European Grand Prix,button,1,14,14:28:31,20.997,8
2011,European Grand Prix,michael_schumacher,1,14,14:28:40,21.201,8
2011,European Grand Prix,resta,1,14,14:28:51,20.567,8
2011,European Grand Prix,buemi,1,14,14:28:54,21.321,8
2011,European Grand Prix,kovalainen,1,14,14:29:11,23.241,8
2011,European Grand Prix,karthikeyan,1,14,14:29:43,28.030,8
2011,European Grand Prix,massa,2,15,14:30:07,20.718,8
2011,European Grand Prix,petrov,2,15,14:30:49,22.104,8
2011,European Grand Prix,michael_schumacher,1,15,14:30:59,30.665,8
2011,European Grand Prix,liuzzi,1,15,14:31:23,24.459,8
2011,European Grand Prix,glock,2,17,14:34:56,21.900,8
2011,European Grand Prix,trulli,2,18,14:36:30,23.327,8
2011,European Grand Prix,ambrosio,2,18,14:36:56,21.943,8
2011,European Grand Prix,alguersuari,2,19,14:37:50,21.391,8
2011,European Grand Prix,hamilton,2,24,14:46:06,21.035,8
2011,European Grand Prix,perez,2,25,14:48:56,21.939,8
2011,European Grand Prix,buemi,2,26,14:50:28,20.460,8
2011,European Grand Prix,kovalainen,2,26,14:51:06,21.126,8
2011,European Grand Prix,heidfeld,2,27,14:52:04,22.285,8
2011,European Grand Prix,resta,2,27,14:52:08,20.818,8
2011,British Grand Prix,michael_schumacher,1,9,13:20:38,30.242,9
2011,British Grand Prix,heidfeld,1,10,13:22:37,24.716,9
2011,British Grand Prix,button,1,11,13:24:05,25.070,9
2011,British Grand Prix,sutil,1,11,13:24:13,25.737,9
2011,British Grand Prix,kobayashi,1,11,13:24:19,28.448,9
2011,British Grand Prix,maldonado,1,11,13:24:27,26.238,9
2011,British Grand Prix,buemi,1,11,13:24:30,26.279,9
2011,British Grand Prix,petrov,1,11,13:24:37,24.880,9
2011,British Grand Prix,barrichello,1,11,13:24:38,25.860,9
2011,British Grand Prix,glock,1,11,13:24:52,25.416,9
2011,British Grand Prix,liuzzi,1,11,13:25:12,26.643,9
2011,British Grand Prix,ambrosio,1,11,13:25:14,28.742,9
2011,British Grand Prix,webber,1,12,13:25:41,23.973,9
2011,British Grand Prix,alonso,1,12,13:25:42,26.566,9
2011,British Grand Prix,hamilton,1,12,13:25:49,25.100,9
2011,British Grand Prix,resta,1,12,13:26:02,26.612,9
2011,British Grand Prix,rosberg,1,12,13:26:12,24.722,9
2011,British Grand Prix,perez,1,12,13:26:13,25.386,9
2011,British Grand Prix,alguersuari,1,12,13:26:20,24.719,9
2011,British Grand Prix,ricciardo,1,12,13:27:17,25.872,9
2011,British Grand Prix,vettel,1,13,13:27:22,24.818,9
2011,British Grand Prix,massa,1,13,13:27:39,24.159,9
2011,British Grand Prix,michael_schumacher,1,16,13:33:23,31.751,9
2011,British Grand Prix,kobayashi,1,20,13:40:27,31.551,9
2011,British Grand Prix,hamilton,1,24,13:46:21,24.065,9
2011,British Grand Prix,resta,1,24,13:46:50,45.291,9
2011,British Grand Prix,maldonado,1,24,13:47:12,24.272,9
2011,British Grand Prix,sutil,1,25,13:48:32,24.077,9
2011,British Grand Prix,buemi,1,25,13:48:50,24.620,9
2011,British Grand Prix,webber,1,26,13:49:36,25.490,9
2011,German Grand Prix,perez,1,8,14:17:05,27.247,10
2011,German Grand Prix,buemi,1,10,14:20:28,27.301,10
2011,German Grand Prix,chandhok,1,10,14:21:22,31.879,10
2011,German Grand Prix,webber,1,14,14:26:23,20.440,10
2011,German Grand Prix,rosberg,1,14,14:26:39,20.348,10
2011,German Grand Prix,michael_schumacher,1,15,14:28:22,20.768,10
2011,German Grand Prix,maldonado,1,15,14:28:35,21.601,10
2011,German Grand Prix,hamilton,1,16,14:29:38,20.982,10
2011,German Grand Prix,alonso,1,16,14:29:39,20.430,10
2011,German Grand Prix,vettel,1,16,14:29:57,20.394,10
2011,German Grand Prix,massa,1,17,14:31:36,20.344,10
2011,German Grand Prix,kobayashi,1,20,14:36:51,20.882,10
2011,German Grand Prix,liuzzi,1,20,14:37:44,22.048,10
2011,German Grand Prix,ricciardo,1,21,14:39:29,22.319,10
2011,German Grand Prix,sutil,1,22,14:39:56,20.839,10
2011,German Grand Prix,glock,1,22,14:41:05,22.252,10
2011,German Grand Prix,petrov,2,23,14:41:53,21.449,10
2011,German Grand Prix,alguersuari,2,23,14:42:02,21.062,10
2011,German Grand Prix,resta,2,23,14:42:05,23.676,10
2011,German Grand Prix,button,2,24,14:43:15,20.952,10
2011,German Grand Prix,ambrosio,2,24,14:44:42,20.762,10
2011,German Grand Prix,kovalainen,2,26,14:47:26,22.088,10
2011,German Grand Prix,webber,2,30,14:52:32,21.299,10
2011,German Grand Prix,chandhok,2,28,14:53:09,22.331,10
2011,German Grand Prix,hamilton,2,31,14:54:10,20.496,10
2011,German Grand Prix,alonso,2,32,14:55:46,20.035,10
2011,German Grand Prix,maldonado,1,35,15:01:53,21.057,10
2011,German Grand Prix,rosberg,1,36,15:03:03,20.975,10
2011,German Grand Prix,buemi,2,36,15:04:03,20.954,10
2011,German Grand Prix,michael_schumacher,2,37,15:04:59,20.299,10
2011,Hungarian Grand Prix,webber,1,10,14:20:59,20.854,11
2011,Hungarian Grand Prix,massa,1,10,14:21:09,22.293,11
2011,Hungarian Grand Prix,petrov,1,10,14:21:18,25.532,11
2011,Hungarian Grand Prix,barrichello,1,10,14:21:19,22.640,11
2011,Hungarian Grand Prix,button,1,11,14:22:29,21.786,11
2011,Hungarian Grand Prix,resta,1,11,14:22:46,22.262,11
2011,Hungarian Grand Prix,maldonado,1,11,14:23:04,23.397,11
2011,Hungarian Grand Prix,heidfeld,1,11,14:23:12,21.371,11
2011,Hungarian Grand Prix,glock,1,11,14:23:27,22.222,11
2011,Hungarian Grand Prix,ambrosio,1,11,14:23:32,25.337,11
2011,Hungarian Grand Prix,hamilton,1,12,14:23:59,21.880,11
2011,Hungarian Grand Prix,vettel,1,12,14:24:05,20.690,11
2011,Hungarian Grand Prix,alonso,1,12,14:24:10,22.886,11
2011,Hungarian Grand Prix,rosberg,1,12,14:24:17,20.767,11
2011,Hungarian Grand Prix,kobayashi,1,12,14:24:35,23.725,11
2011,Hungarian Grand Prix,buemi,1,12,14:24:42,22.349,11
2011,Hungarian Grand Prix,kovalainen,1,12,14:24:53,22.772,11
2011,Hungarian Grand Prix,sutil,1,12,14:24:55,21.902,11
2011,Hungarian Grand Prix,perez,1,12,14:24:56,22.215,11
2011,Hungarian Grand Prix,liuzzi,1,12,14:25:35,23.633,11
2011,Hungarian Grand Prix,michael_schumacher,1,13,14:26:02,21.948,11
2011,Hungarian Grand Prix,alguersuari,1,13,14:26:24,23.734,11
2011,Hungarian Grand Prix,trulli,1,13,14:26:49,23.118,11
2011,Hungarian Grand Prix,ricciardo,1,13,14:27:04,22.844,11
2011,Hungarian Grand Prix,maldonado,1,16,14:31:22,13.186,11
2011,Hungarian Grand Prix,heidfeld,1,23,14:42:16,25.434,11
2011,Hungarian Grand Prix,barrichello,1,24,14:43:19,22.217,11
2011,Hungarian Grand Prix,alguersuari,1,24,14:43:20,22.552,11
2011,Hungarian Grand Prix,kovalainen,2,24,14:43:45,22.147,11
2011,Hungarian Grand Prix,perez,2,24,14:43:49,20.570,11
2011,Belgian Grand Prix,glock,1,1,14:05:58,35.092,12
2011,Belgian Grand Prix,bruno_senna,1,1,14:06:10,30.795,12
2011,Belgian Grand Prix,kovalainen,1,1,14:06:14,28.539,12
2011,Belgian Grand Prix,webber,1,3,14:09:42,21.015,12
2011,Belgian Grand Prix,button,1,3,14:09:46,26.046,12
2011,Belgian Grand Prix,michael_schumacher,1,4,14:11:45,20.153,12
2011,Belgian Grand Prix,vettel,2,5,14:13:27,20.898,12
2011,Belgian Grand Prix,perez,2,5,14:13:49,26.092,12
2011,Belgian Grand Prix,glock,3,6,14:16:35,13.914,12
2011,Belgian Grand Prix,alonso,3,8,14:19:18,20.994,12
2011,Belgian Grand Prix,bruno_senna,1,8,14:20:14,13.968,12
2011,Belgian Grand Prix,massa,1,9,14:21:21,22.267,12
2011,Belgian Grand Prix,hamilton,1,10,14:23:14,21.895,12
2011,Belgian Grand Prix,rosberg,1,11,14:25:16,23.090,12
2011,Belgian Grand Prix,liuzzi,2,11,14:26:05,21.766,12
2011,Belgian Grand Prix,petrov,2,12,14:27:22,21.395,12
2011,Belgian Grand Prix,maldonado,2,12,14:27:31,21.421,12
2011,Belgian Grand Prix,vettel,2,13,14:29:09,21.411,12
2011,Belgian Grand Prix,sutil,1,13,14:29:31,22.773,12
2011,Belgian Grand Prix,barrichello,1,13,14:29:38,21.818,12
2011,Belgian Grand Prix,michael_schumacher,1,13,14:29:39,20.226,12
2011,Belgian Grand Prix,button,1,13,14:29:40,21.756,12
2011,Belgian Grand Prix,ricciardo,1,13,14:30:19,23.780,12
2011,Belgian Grand Prix,trulli,1,13,14:30:20,22.159,12
2011,Belgian Grand Prix,ambrosio,1,13,14:30:22,22.939,12
2011,Belgian Grand Prix,kovalainen,1,13,14:30:46,22.009,12
2011,Belgian Grand Prix,kobayashi,2,14,14:32:10,24.161,12
2011,Belgian Grand Prix,resta,2,14,14:32:11,21.334,12
2011,Belgian Grand Prix,glock,2,14,14:33:40,24.204,12
2011,Belgian Grand Prix,bruno_senna,2,21,14:47:48,20.756,12
2011,Italian Grand Prix,kobayashi,1,1,14:05:42,27.550,13
2011,Italian Grand Prix,barrichello,1,1,14:06:43,29.157,13
2011,Italian Grand Prix,bruno_senna,1,2,14:08:02,22.534,13
2011,Italian Grand Prix,ricciardo,1,1,14:08:50,16:44.718,13
2011,Italian Grand Prix,trulli,2,5,14:13:34,30.391,13
2011,Italian Grand Prix,resta,2,13,14:25:33,21.870,13
2011,Italian Grand Prix,michael_schumacher,1,16,14:29:42,22.709,13
2011,Italian Grand Prix,buemi,1,16,14:30:10,24.234,13
2011,Italian Grand Prix,button,1,17,14:31:10,21.660,13
2011,Italian Grand Prix,hamilton,1,18,14:32:41,22.083,13
2011,Italian Grand Prix,kobayashi,1,18,14:33:12,22.939,13
2011,Italian Grand Prix,alonso,1,19,14:34:04,22.539,13
2011,Italian Grand Prix,maldonado,1,19,14:34:39,23.063,13
2011,Italian Grand Prix,bruno_senna,1,19,14:34:43,23.145,13
2011,Italian Grand Prix,vettel,1,20,14:35:21,22.124,13
2011,Italian Grand Prix,alguersuari,1,20,14:36:08,21.988,13
2011,Italian Grand Prix,glock,1,20,14:36:42,25.147,13
2011,Italian Grand Prix,massa,1,21,14:37:20,21.821,13
2011,Italian Grand Prix,kovalainen,1,21,14:38:01,23.298,13
2011,Italian Grand Prix,trulli,1,24,14:43:14,23.420,13
2011,Italian Grand Prix,resta,1,31,14:52:56,23.069,13
2011,Italian Grand Prix,barrichello,1,32,14:54:59,23.414,13
2011,Italian Grand Prix,button,2,33,14:55:00,22.095,13
2011,Italian Grand Prix,ricciardo,2,20,14:55:30,30.777,13
2011,Italian Grand Prix,alonso,3,34,14:56:26,21.989,13
2011,Italian Grand Prix,hamilton,3,34,14:56:36,21.876,13
2011,Italian Grand Prix,vettel,2,35,14:57:38,21.378,13
2011,Italian Grand Prix,kovalainen,2,35,14:59:46,22.611,13
2011,Italian Grand Prix,michael_schumacher,1,37,15:01:01,22.014,13
2011,Italian Grand Prix,maldonado,1,37,15:02:04,22.614,13
2011,Singapore Grand Prix,ricciardo,2,1,20:06:48,44.170,14
2011,Singapore Grand Prix,rosberg,2,9,20:21:25,29.549,14
2011,Singapore Grand Prix,alonso,1,10,20:23:15,30.621,14
2011,Singapore Grand Prix,michael_schumacher,1,10,20:23:27,29.610,14
2011,Singapore Grand Prix,bruno_senna,1,10,20:23:47,35.398,14
2011,Singapore Grand Prix,massa,1,11,20:25:14,30.290,14
2011,Singapore Grand Prix,hamilton,2,11,20:25:15,30.142,14
2011,Singapore Grand Prix,sutil,2,11,20:25:25,30.718,14
2011,Singapore Grand Prix,maldonado,1,11,20:25:39,30.888,14
2011,Singapore Grand Prix,buemi,1,11,20:25:50,32.827,14
2011,Singapore Grand Prix,kovalainen,1,11,20:25:56,32.202,14
2011,Singapore Grand Prix,bruno_senna,1,11,20:26:39,36.856,14
2011,Singapore Grand Prix,webber,2,12,20:27:10,30.462,14
2011,Singapore Grand Prix,barrichello,2,12,20:27:40,30.456,14
2011,Singapore Grand Prix,massa,1,12,20:28:04,32.351,14
2011,Singapore Grand Prix,hamilton,1,13,20:29:39,33.456,14
2011,Singapore Grand Prix,liuzzi,2,13,20:30:31,34.329,14
2011,Singapore Grand Prix,vettel,2,14,20:30:38,30.023,14
2011,Singapore Grand Prix,button,2,14,20:30:49,30.169,14
2011,Singapore Grand Prix,perez,2,15,20:33:28,30.810,14
